DRS_id,DRS,Janeiro Notificados,Janeiro Confirmados,Fevereiro Notificados,Fevereiro Confirmados,Março Notificados,Março Confirmados,Abril Notificados,Abril Confirmados,Maio Notificados,Maio Confirmados,Junho Notificados,Junho Confirmados,Julho Notificados,Julho Confirmados,Agosto Notificados,Agosto Confirmados,Setembro Notificados,Setembro Confirmados,Outubro Notificados,Outubro Confirmados,Novembro Notificados,Novembro Confirmados,Dezembro Notificados,Dezembro Confirmados,Total Notificados,Total Confirmados,id_municipio,nome_municipio
6.0,Bauru,2.00,0,1,0,4,3,12,4,8,3,0,0,3,0,1,1,1,0,2,0,0,0,0,0,34,11,351450,Duartina
13.0,Riberão Preto,18.00,3,59,18,147,82,116,75,32,17,6,1,5,0,3,1,9,3,4,0,12,0,11,1,422,201,351460,Dumont
9.0,Marília,118.00,88,159,118,364,347,38,38,1,1,3,0,1,0,1,0,0,0,0,0,1,0,4,1,690,593,351470,Echaporã
12.0,Registro,2.00,1,3,0,5,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,351480,Eldorado
10.0,Piracicaba,7.00,0,1,0,13,3,26,0,14,0,5,0,2,0,2,0,1,0,2,0,4,0,5,0,82,3,351490,Elias Fausto
15.0,São José do Rio Preto,1.00,0,0,0,25,1,10,0,4,1,1,0,0,0,1,0,2,0,1,0,1,0,1,0,47,2,351492,Elisiário
15.0,São José do Rio Preto,15.00,9,24,19,21,8,24,12,4,4,3,2,0,0,0,0,1,0,1,0,1,0,0,0,94,54,351495,Embaúba
1.0,São Paulo,42.00,1,34,1,96,13,144,9,95,6,55,3,22,1,22,1,36,0,25,1,30,1,29,0,630,37,351500,Embu
1.0,São Paulo,7.00,0,8,0,5,3,8,2,4,1,8,1,1,0,1,0,2,0,3,0,3,0,3,0,53,7,351510,Embu-Guaçu
11.0,Presidente Prudente,14.00,6,64,44,285,212,162,139,48,30,3,1,0,0,0,0,1,0,1,0,1,0,0,0,579,432,351512,Emilianópolis
10.0,Piracicaba,34.00,6,36,3,94,9,101,8,76,4,17,0,16,0,13,0,20,0,21,0,8,0,10,1,446,31,351515,Engenheiro Coelho
14.0,São João da Boa Vista,49.00,5,32,3,75,8,113,15,77,6,40,5,17,1,21,0,25,1,41,4,23,1,34,2,547,51,351518,Espírito Santo do Pinhal
9.0,Marília,0.00,0,3,0,18,1,17,5,3,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0,47,8,351519,Espírito Santo do Turvo
15.0,São José do Rio Preto,15.00,2,36,5,121,8,42,1,24,3,6,0,12,0,6,1,13,0,6,0,4,0,7,0,292,20,351520,Estrela d'Oeste
11.0,Presidente Prudente,36.00,6,116,61,341,281,217,191,53,20,13,7,6,1,4,0,8,1,3,0,17,0,9,2,823,570,351530,Estrela do Norte
11.0,Presidente Prudente,53.00,33,60,39,285,180,99,74,22,15,12,10,1,0,3,1,3,0,2,0,2,0,1,0,543,352,351535,Euclides da Cunha Paulista
6.0,Bauru,2.00,1,0,0,3,2,68,31,53,17,6,4,1,1,2,1,0,0,1,0,0,0,0,0,136,57,351540,Fartura
15.0,São José do Rio Preto,43.00,6,101,15,383,30,345,50,174,43,46,18,45,7,52,5,37,3,62,2,51,3,29,1,1368,183,351550,Fernandópolis
15.0,São José do Rio Preto,63.00,42,201,138,206,154,126,102,42,35,6,5,4,2,3,0,2,0,10,0,3,1,3,1,669,480,351560,Fernando Prestes
9.0,Marília,0.00,0,8,0,10,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,23,1,351565,Fernão
1.0,São Paulo,27.00,3,27,4,73,5,55,10,72,22,32,5,5,1,12,1,12,0,14,1,28,5,27,5,384,62,351570,Ferraz de Vasconcelos
11.0,Presidente Prudente,4.00,3,13,12,109,98,131,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,258,234,351580,Flora Rica
15.0,São José do Rio Preto,5.00,0,2,0,8,1,17,4,21,10,1,0,0,0,1,0,0,0,4,0,2,0,0,0,61,15,351590,Floreal
9.0,Marília,45.00,27,127,99,285,231,212,177,70,54,10,6,3,3,3,0,4,0,0,0,1,0,4,2,764,599,351600,Flórida Paulista
9.0,Marília,17.00,1,10,0,10,2,7,5,12,9,8,4,6,0,0,0,0,0,1,1,2,1,1,1,74,24,351610,Florínia
8.0,Franca,265.00,93,416,152,1151,473,982,381,666,255,289,67,180,50,139,33,190,35,260,55,246,37,362,106,5146,1737,351620,Franca
1.0,São Paulo,9.00,1,33,4,117,35,135,31,83,15,30,8,15,1,11,1,12,2,10,0,10,5,10,1,475,104,351630,Francisco Morato
1.0,São Paulo,22.00,5,65,27,175,56,346,213,224,91,58,19,23,2,15,2,18,0,31,0,21,8,76,16,1074,439,351640,Franco da Rocha
2.0,Araçatuba,2.00,0,1,0,8,6,22,12,5,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,41,20,351650,Gabriel Monteiro
9.0,Marília,5.00,0,3,1,41,13,84,40,38,18,1,0,0,0,1,0,1,0,2,0,1,0,2,0,179,72,351660,Gália
9.0,Marília,46.00,4,92,23,148,42,209,67,230,81,47,12,20,3,33,3,52,5,51,10,67,10,56,13,1051,273,351670,Garça
15.0,São José do Rio Preto,2.00,0,8,1,7,2,4,0,1,1,0,0,0,0,1,0,1,0,3,0,1,0,1,0,29,4,351680,Gastão Vidigal
3.0,Araraquara,14.00,1,45,2,153,18,79,26,160,44,89,24,63,0,25,0,7,0,24,0,18,0,20,3,697,118,351685,Gavião Peixoto
15.0,São José do Rio Preto,8.00,2,19,1,30,4,9,1,19,3,7,3,2,1,6,2,3,0,1,0,8,1,4,0,116,18,351690,General Salgado
6.0,Bauru,18.00,1,17,0,68,7,53,10,34,9,8,1,3,0,11,1,4,0,10,4,80,39,87,63,393,135,351700,Getulina
2.0,Araçatuba,7.00,0,11,0,52,0,16,1,10,0,4,0,2,0,0,0,1,0,1,0,0,0,0,0,104,1,351710,Glicério
6.0,Bauru,41.00,22,33,18,102,45,165,105,118,97,56,32,7,1,10,0,10,1,5,2,13,1,8,2,568,326,351720,Guaiçara
9.0,Marília,6.00,1,29,24,64,52,27,23,8,8,1,0,2,1,2,0,0,0,0,0,3,0,2,0,144,109,351730,Guaimbê
5.0,Barretos,47.00,3,101,24,345,131,688,345,496,254,176,79,92,28,99,39,75,29,94,26,73,29,68,20,2354,1007,351740,Guaíra
15.0,São José do Rio Preto,49.00,7,67,16,177,57,135,55,128,41,35,14,28,8,12,2,18,2,26,5,28,5,31,7,734,219,351750,Guapiaçu
16.0,Sorocaba,3.00,0,0,0,2,1,107,38,92,10,7,1,0,0,1,0,3,0,4,0,1,0,5,1,225,51,351760,Guapiara
8.0,Franca,1.00,0,5,0,10,2,14,2,17,6,2,1,4,2,1,0,1,0,3,0,1,1,1,1,60,15,351770,Guará
2.0,Araçatuba,11.00,1,23,3,52,16,74,38,39,16,6,3,3,0,1,0,3,1,3,1,2,0,14,0,231,79,351780,Guaraçaí
5.0,Barretos,5.00,0,1,0,6,1,9,1,46,20,4,1,0,0,3,0,1,0,0,0,0,0,2,0,77,23,351790,Guaraci
15.0,São José do Rio Preto,0.00,0,14,10,11,6,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,17,351800,Guarani d'Oeste
9.0,Marília,5.00,1,24,3,41,5,50,14,45,15,14,7,0,0,1,0,0,0,1,0,2,0,2,1,185,46,351810,Guarantã
2.0,Araçatuba,55.00,5,115,25,374,131,680,422,482,263,106,52,65,26,58,9,58,6,50,3,60,9,48,7,2151,958,351820,Guararapes
1.0,São Paulo,28.00,0,57,3,62,4,65,2,68,3,36,2,26,0,20,0,21,0,35,4,23,2,35,5,476,25,351830,Guararema
17.0,Taubaté,30.00,3,59,18,217,49,287,99,391,116,190,34,93,11,81,12,98,10,112,17,131,33,171,73,1860,475,351840,Guaratinguetá
16.0,Sorocaba,0.00,0,0,0,7,4,11,10,15,7,2,1,0,0,1,0,1,0,4,0,0,0,0,0,41,22,351850,Guareí
13.0,Riberão Preto,7.00,1,10,7,112,38,147,73,126,53,34,13,5,0,2,0,8,0,2,1,7,0,0,0,460,186,351860,Guariba
4.0,Baixada Santista,125.00,15,168,47,485,210,516,298,525,296,223,152,180,61,180,50,162,24,177,29,142,54,142,49,3025,1285,351870,Guarujá
1.0,São Paulo,301.00,69,430,90,808,286,1170,530,1086,500,452,160,194,42,174,15,260,30,278,26,279,24,369,55,5801,1827,351880,Guarulhos
13.0,Riberão Preto,181.00,116,137,78,87,73,16,14,5,2,2,0,2,0,4,0,2,0,2,0,3,0,0,0,441,283,351885,Guatapará
2.0,Araçatuba,1.00,1,1,0,18,10,16,12,18,17,8,7,2,2,1,0,0,0,0,0,0,0,1,1,66,50,351890,Guzolândia
9.0,Marília,43.00,13,94,53,283,191,318,242,84,39,8,6,5,0,1,0,1,0,0,0,3,0,1,0,841,544,351900,Herculândia
7.0,Campinas,20.00,0,32,1,66,1,82,6,51,3,33,1,11,0,18,0,31,0,19,0,20,0,16,0,399,12,351905,Holambra
7.0,Campinas,184.00,32,285,95,675,215,886,324,735,283,236,55,150,28,171,23,128,19,132,19,136,17,77,16,3795,1126,351907,Hortolândia
6.0,Bauru,48.00,38,118,97,174,108,135,46,27,14,4,2,0,0,0,0,1,0,1,0,5,1,5,0,518,306,351910,Iacanga
9.0,Marília,18.00,15,58,39,151,125,150,106,133,99,40,19,13,2,5,2,5,3,3,2,2,2,2,2,580,416,351920,Iacri
6.0,Bauru,3.00,1,3,0,15,0,24,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,351925,Iaras
3.0,Araraquara,41.00,6,65,13,142,43,180,43,121,32,30,8,21,4,35,0,55,7,63,5,44,1,33,2,830,164,351930,Ibaté
15.0,São José do Rio Preto,15.00,2,12,0,18,2,107,28,117,30,26,8,14,2,15,1,13,1,10,2,6,0,5,1,358,77,351940,Ibirá
9.0,Marília,2.00,0,24,7,162,37,310,121,233,72,43,22,7,5,2,2,0,0,0,0,9,2,6,2,798,270,351950,Ibirarema
3.0,Araraquara,48.00,6,164,49,824,291,1048,453,753,305,177,71,53,12,25,5,22,5,23,0,16,0,40,1,3193,1198,351960,Ibitinga
16.0,Sorocaba,5.00,0,4,0,20,0,14,3,19,1,4,1,3,0,7,0,4,0,13,1,5,0,3,0,101,6,351970,Ibiúna
15.0,São José do Rio Preto,1.00,0,11,1,8,2,8,3,5,3,10,5,1,0,3,1,1,1,18,2,19,3,43,14,128,35,351980,Icém
11.0,Presidente Prudente,187.00,103,756,564,1094,708,568,385,119,56,11,4,7,1,4,1,2,0,3,1,9,1,1,0,2761,1824,351990,Iepê
6.0,Bauru,3.00,0,5,0,55,24,130,68,83,28,19,6,7,3,5,1,7,1,1,0,9,0,6,0,330,131,352000,Igaraçu do Tietê
8.0,Franca,45.00,40,86,76,217,82,296,113,143,23,37,4,17,1,1,0,0,0,1,0,7,2,4,2,854,343,352010,Igarapava
17.0,Taubaté,2.00,0,2,0,5,1,6,0,4,0,5,0,5,0,1,0,3,1,5,0,1,0,0,0,39,2,352020,Igaratá
12.0,Registro,3.00,2,2,0,6,1,23,4,13,4,8,6,3,1,2,1,3,2,2,1,4,2,8,7,77,31,352030,Iguape
17.0,Taubaté,300.00,37,367,41,389,57,221,31,200,24,148,20,124,11,126,6,150,11,172,13,199,18,28,18,2424,287,352040,Ilhabela
12.0,Registro,1.00,1,1,1,58,28,31,14,65,20,38,22,35,19,9,5,0,0,2,1,0,0,0,0,240,111,352042,Ilha Comprida
2.0,Araçatuba,47.00,8,72,27,227,79,206,69,128,41,18,5,14,3,13,0,9,3,12,2,13,0,15,1,774,238,352044,Ilha Solteira
7.0,Campinas,110.00,11,132,13,353,89,567,303,479,260,153,52,64,12,34,4,52,4,62,10,50,7,38,10,2094,775,352050,Indaiatuba
11.0,Presidente Prudente,198.00,132,247,192,242,211,59,36,18,10,9,6,2,0,0,0,0,0,5,0,14,3,5,2,799,592,352060,Indiana
15.0,São José do Rio Preto,10.00,0,7,1,29,4,24,0,20,4,8,2,8,1,6,0,2,0,4,0,6,0,3,0,127,12,352070,Indiaporã
9.0,Marília,115.00,98,148,120,70,50,38,27,7,3,0,0,0,0,0,0,3,0,1,0,2,0,2,0,386,298,352080,Inúbia Paulista
9.0,Marília,1.00,0,12,0,56,25,124,80,141,68,17,6,4,2,6,2,4,2,12,6,1,0,1,0,379,191,352090,Ipauçu
16.0,Sorocaba,12.00,0,18,0,98,8,130,2,91,5,44,0,29,0,28,0,24,1,24,0,17,0,11,0,526,16,352100,Iperó
10.0,Piracicaba,10.00,0,23,1,59,6,69,10,64,3,30,3,13,2,16,0,17,0,13,1,16,0,7,1,337,27,352110,Ipeúna
15.0,São José do Rio Preto,10.00,2,8,2,29,7,29,9,14,2,7,1,7,0,5,0,4,0,8,0,13,2,14,1,148,26,352115,Ipiguá
12.0,Registro,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,352120,Iporanga
8.0,Franca,16.00,15,33,14,45,11,46,10,21,8,5,2,3,1,1,1,2,0,1,0,1,0,0,0,174,62,352130,Ipuã
10.0,Piracicaba,14.00,0,23,2,26,4,25,4,50,3,8,0,0,0,1,0,3,0,5,0,2,0,4,0,161,13,352140,Iracemápolis
15.0,São José do Rio Preto,31.00,0,28,1,92,20,238,101,45,14,23,13,7,0,7,2,5,1,6,1,1,0,4,1,487,154,352150,Irapuã
11.0,Presidente Prudente,157.00,109,154,126,185,159,96,76,34,26,10,0,2,1,0,0,5,1,11,7,7,2,8,4,669,511,352160,Irapuru
16.0,Sorocaba,1.00,0,17,0,13,0,17,3,33,2,10,0,1,0,1,0,1,0,0,0,0,0,0,0,94,5,352170,Itaberá
6.0,Bauru,3.00,1,0,0,16,2,68,12,107,14,11,2,4,1,5,0,4,0,8,0,4,0,0,0,230,32,352180,Itaí
15.0,São José do Rio Preto,16.00,2,24,4,158,25,29,14,16,7,17,10,8,1,6,1,6,0,12,0,10,1,28,2,330,67,352190,Itajobi
6.0,Bauru,1.00,0,1,0,2,0,38,15,131,53,35,16,14,3,8,1,6,0,2,0,7,4,3,2,248,94,352200,Itaju
4.0,Baixada Santista,56.00,35,50,36,84,41,38,12,48,10,36,14,17,2,11,3,28,5,28,3,25,5,16,4,437,170,352210,Itanhaém
16.0,Sorocaba,0.00,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,352215,Itaóca
1.0,São Paulo,17.00,2,15,1,36,2,40,6,26,1,8,1,4,0,2,0,6,1,8,1,6,1,8,1,176,17,352220,Itapecerica da Serra
16.0,Sorocaba,81.00,2,113,7,468,69,735,224,733,193,216,43,132,6,65,0,98,2,122,8,108,3,103,9,2974,566,352230,Itapetininga
16.0,Sorocaba,33.00,0,17,0,58,3,184,4,257,4,51,0,22,0,18,0,24,0,27,0,12,0,16,0,719,11,352240,Itapeva
1.0,São Paulo,10.00,1,17,2,25,2,39,8,39,6,12,1,7,0,9,0,8,1,6,1,7,0,4,0,183,22,352250,Itapevi
14.0,São João da Boa Vista,24.00,1,28,0,65,10,139,43,217,58,103,13,53,5,52,2,58,5,57,8,48,1,25,0,869,146,352260,Itapira
16.0,Sorocaba,0.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,352265,Itapirapuã Paulista
3.0,Araraquara,453.00,339,1443,1241,2180,1901,928,807,178,126,25,8,11,2,13,2,8,1,17,3,14,2,21,3,5291,4435,352270,Itápolis
6.0,Bauru,0.00,0,0,0,7,0,68,1,83,2,6,0,4,0,6,0,2,0,2,0,1,0,0,0,179,3,352280,Itaporanga
6.0,Bauru,29.00,0,59,1,95,5,94,2,72,4,23,2,5,0,3,0,10,0,23,0,23,1,8,0,444,15,352290,Itapuí
2.0,Araçatuba,2.00,1,1,1,7,3,14,9,5,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,32,16,352300,Itapura
1.0,São Paulo,21.00,2,34,6,80,18,117,54,147,76,55,18,13,2,15,2,16,3,36,1,21,3,33,5,588,190,352310,Itaquaquecetuba
16.0,Sorocaba,18.00,3,37,11,191,59,526,187,697,170,88,21,5,3,0,0,0,0,0,0,0,0,1,0,1563,454,352320,Itararé
12.0,Registro,0.00,0,1,0,3,0,1,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,13,0,352330,Itariri
7.0,Campinas,15.00,1,24,1,70,7,62,18,86,22,40,6,23,2,22,1,12,1,22,0,20,2,17,3,413,64,352340,Itatiba
6.0,Bauru,2.00,0,2,0,13,0,23,4,28,9,4,1,1,0,1,1,1,1,6,2,1,0,2,0,84,18,352350,Itatinga
10.0,Piracicaba,2.00,0,3,0,17,0,8,2,10,0,2,1,2,0,2,1,7,0,7,0,8,0,2,0,70,4,352360,Itirapina
8.0,Franca,1.00,0,2,1,7,0,12,11,3,2,1,0,0,0,0,0,1,0,3,2,3,0,4,0,37,16,352370,Itirapuã
14.0,São João da Boa Vista,0.00,0,4,2,2,0,1,0,1,0,3,0,0,0,2,0,0,0,1,0,3,0,0,0,17,2,352380,Itobi
16.0,Sorocaba,82.00,9,190,26,492,123,1012,364,1212,366,476,106,245,32,179,17,171,9,224,33,242,44,374,132,4899,1261,352390,Itu
7.0,Campinas,11.00,0,15,3,69,17,73,22,58,22,31,9,11,6,14,2,16,3,11,6,1,1,4,1,314,92,352400,Itupeva
8.0,Franca,62.00,57,222,207,587,557,162,149,41,29,2,1,0,0,1,1,2,1,0,0,7,1,12,1,1098,1004,352410,Ituverava
5.0,Barretos,14.00,10,66,51,80,75,75,72,5,3,1,1,0,0,0,0,3,0,1,0,0,0,1,0,246,212,352420,Jaborandi
13.0,Riberão Preto,83.00,29,391,225,1014,694,1203,1031,699,598,76,66,3,1,6,3,8,2,0,0,5,2,3,2,3491,2653,352430,Jaboticabal
17.0,Taubaté,171.00,7,194,13,550,102,990,325,1076,303,517,86,219,26,167,8,236,9,340,16,366,94,891,417,5717,1406,352440,Jacareí
15.0,São José do Rio Preto,22.00,12,39,19,98,55,72,17,28,9,16,6,9,4,7,2,18,4,11,2,8,3,6,2,334,135,352450,Jaci
12.0,Registro,3.00,0,2,0,5,1,8,2,5,1,1,0,2,1,2,0,1,0,2,0,2,0,0,0,33,5,352460,Jacupiranga
7.0,Campinas,25.00,1,59,7,221,27,325,49,209,21,80,10,52,2,59,5,60,0,65,1,67,8,55,5,1277,136,352470,Jaguariúna
15.0,São José do Rio Preto,39.00,4,61,3,119,15,209,23,159,28,33,7,39,4,26,5,31,3,39,2,38,1,14,2,807,97,352480,Jales
17.0,Taubaté,0.00,0,0,0,0,0,3,0,4,0,2,0,1,0,0,0,0,0,1,0,0,0,5,0,16,0,352490,Jambeiro
1.0,São Paulo,6.00,1,10,1,42,5,82,18,59,11,20,4,7,2,3,0,2,0,2,0,5,3,2,0,240,45,352500,Jandira
13.0,Riberão Preto,18.00,3,29,7,61,15,108,56,407,64,51,24,44,3,48,6,63,5,44,5,28,2,23,5,924,195,352510,Jardinópolis
7.0,Campinas,13.00,2,5,1,9,3,37,19,96,51,23,9,8,1,2,0,7,0,9,1,2,1,5,1,216,89,352520,Jarinu
6.0,Bauru,63.00,12,170,53,601,214,765,235,914,263,339,77,154,19,70,4,76,4,106,1,84,5,112,24,3454,911,352530,Jaú
8.0,Franca,1.00,1,1,1,9,6,7,4,56,44,11,8,1,0,1,1,0,0,1,0,0,0,1,0,89,65,352540,Jeriquara
7.0,Campinas,0.00,0,3,1,2,1,5,2,11,1,3,2,2,1,1,0,3,0,1,0,2,0,2,0,35,8,352550,Joanópolis
11.0,Presidente Prudente,1.00,0,18,4,98,32,144,93,146,104,20,16,1,1,1,0,1,0,0,0,0,0,0,0,430,250,352560,João Ramalho
15.0,São José do Rio Preto,23.00,4,51,7,69,10,37,9,21,4,12,2,14,2,22,5,13,3,16,1,20,4,14,1,312,52,352570,José Bonifácio
9.0,Marília,133.00,105,157,143,149,139,83,75,14,13,3,1,1,1,1,0,2,2,1,1,2,1,0,0,546,481,352580,Júlio Mesquita
16.0,Sorocaba,0.00,0,6,0,18,1,25,6,14,0,4,0,1,0,1,0,0,0,8,0,1,0,1,0,79,7,352585,Jumirim
7.0,Campinas,158.00,7,363,20,748,143,740,388,458,266,114,61,130,9,134,9,124,6,17,3,27,13,34,23,3047,948,352590,Jundiaí
11.0,Presidente Prudente,24.00,14,196,154,545,452,303,275,100,77,6,6,4,3,7,1,4,1,3,1,3,0,1,0,1196,984,352600,Junqueirópolis
12.0,Registro,0.00,0,0,0,2,0,2,0,3,1,3,2,2,2,0,0,1,0,1,0,0,0,0,0,14,5,352610,Juquiá
1.0,São Paulo,4.00,2,4,3,3,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,16,9,352620,Juquitiba
17.0,Taubaté,1.00,1,0,0,1,0,3,0,5,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,16,1,352630,Lagoinha
6.0,Bauru,161.00,119,609,344,1017,982,887,879,327,327,32,31,1,1,1,0,3,0,1,1,1,0,1,0,3041,2684,352640,Laranjal Paulista
2.0,Araçatuba,19.00,9,44,24,120,59,123,67,74,36,20,4,8,1,5,1,10,0,8,0,3,0,2,0,436,201,352650,Lavínia
17.0,Taubaté,4.00,0,4,0,5,0,14,3,3,0,3,0,0,0,1,0,3,0,1,1,1,1,0,0,39,5,352660,Lavrinhas
10.0,Piracicaba,19.00,1,25,5,49,6,62,23,52,19,10,0,10,3,11,1,14,3,8,3,13,1,11,4,284,69,352670,Leme
6.0,Bauru,34.00,0,83,10,444,139,817,314,1216,286,204,51,83,9,73,6,42,2,66,6,52,2,44,7,3158,832,352680,Lençóis Paulista
10.0,Piracicaba,169.00,3,327,29,792,118,996,187,765,117,278,33,129,11,127,3,160,1,254,8,206,15,165,23,4368,548,352690,Limeira
7.0,Campinas,6.00,0,11,0,31,0,28,0,8,0,4,0,4,0,6,0,11,0,12,1,6,0,3,0,130,1,352700,Lindóia
6.0,Bauru,262.00,168,608,456,1812,1414,1765,1137,902,724,149,106,105,47,87,26,66,5,18,1,24,1,67,7,5865,4092,352710,Lins
17.0,Taubaté,18.00,2,31,4,63,5,63,11,80,14,33,4,17,1,18,0,23,1,18,0,29,0,35,7,428,49,352720,Lorena
2.0,Araçatuba,17.00,3,41,2,20,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,3,1,2,0,90,6,352725,Lourdes
7.0,Campinas,18.00,2,42,7,144,65,158,78,110,35,36,6,24,2,13,3,10,0,17,1,5,0,6,1,583,200,352730,Louveira
9.0,Marília,88.00,56,233,144,495,298,488,329,255,130,32,16,12,7,12,2,9,2,5,2,4,0,3,0,1636,986,352740,Lucélia
6.0,Bauru,0.00,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,352750,Lucianópolis
13.0,Riberão Preto,18.00,1,38,6,69,58,39,34,11,10,6,1,3,0,3,0,0,0,3,1,2,0,2,0,194,111,352760,Luís Antônio
2.0,Araçatuba,1.00,0,2,0,11,3,10,1,2,0,2,0,0,0,1,1,6,1,2,2,0,0,0,0,37,8,352770,Luiziânia
9.0,Marília,49.00,48,52,50,11,9,3,2,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,120,111,352780,Lupércio
9.0,Marília,3.00,0,4,0,16,6,37,24,42,23,7,2,3,0,4,1,0,0,0,0,2,0,1,0,119,56,352790,Lutécia
6.0,Bauru,0.00,0,6,1,11,7,40,27,55,29,9,2,5,1,3,0,4,0,0,0,2,1,2,0,137,68,352800,Macatuba
15.0,São José do Rio Preto,7.00,0,4,0,10,0,4,0,1,0,1,0,1,0,2,0,0,0,2,0,1,0,2,0,35,0,352810,Macaubal
15.0,São José do Rio Preto,21.00,18,43,25,53,48,18,17,9,8,3,3,0,0,0,0,1,0,0,0,0,0,0,0,148,119,352820,Macedônia
15.0,São José do Rio Preto,7.00,0,6,1,14,2,12,1,8,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,50,4,352830,Magda
16.0,Sorocaba,13.00,0,9,2,21,5,48,10,40,8,12,1,8,1,5,0,7,0,7,0,12,0,9,1,191,28,352840,Mairinque
1.0,São Paulo,25.00,1,67,0,102,1,160,1,126,2,65,0,37,0,36,1,50,0,70,0,66,1,61,6,865,13,352850,Mairiporã
6.0,Bauru,1.00,0,2,0,17,0,54,3,55,3,15,0,1,0,1,0,5,0,3,0,5,1,2,2,161,9,352860,Manduri
11.0,Presidente Prudente,1.00,0,17,1,73,17,49,18,36,9,10,3,2,0,0,0,5,0,5,1,3,0,2,0,203,49,352870,Marabá Paulista
9.0,Marília,2.00,1,30,11,77,33,166,70,250,48,62,14,29,8,8,1,7,2,11,0,14,0,5,0,661,188,352880,Maracaí
15.0,São José do Rio Preto,1.00,0,60,48,160,121,96,77,56,46,10,10,1,0,2,0,2,0,1,0,5,0,4,0,398,302,352885,Marapoama
9.0,Marília,40.00,25,91,55,297,218,264,205,81,49,11,7,4,3,7,1,9,0,4,0,6,1,7,0,821,564,352890,Mariápolis
